CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
01611760130062	Alameda	Fremont Unified	American High	45	0	249	2	51	20	79	5	0	451	1314
01611760130138	Alameda	Fremont Unified	Robertson High (Continuation)	36	0	11	2	8	6	26	3	0	92	1314
01611760130435	Alameda	Fremont Unified	Vista Alternative	5	0	4	0	2	0	17	0	0	28	1314
01611760130534	Alameda	Fremont Unified	Circle of Independent Learning	5	0	3	0	2	4	14	3	0	31	1314
01611760134270	Alameda	Fremont Unified	Irvington High	56	6	288	0	30	7	96	3	0	486	1314
01611760134452	Alameda	Fremont Unified	John F. Kennedy High	100	2	98	3	21	20	86	7	0	337	1314
01611760135244	Alameda	Fremont Unified	Mission San Jose High	10	1	449	2	11	2	54	2	0	531	1314
01611760138693	Alameda	Fremont Unified	Washington High	93	2	131	1	44	29	140	9	1	450	1314
01611920000001	Alameda	Hayward Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	1	0	1	0	0	2	1314
01611920108670	Alameda	Hayward Unified	Leadership Public Schools - Hayward	68	0	8	5	15	5	5	1	0	107	1314
01611920113902	Alameda	Hayward Unified	Impact Academy of Arts & Technology	52	0	3	4	4	19	18	6	0	106	1314
01611920133009	Alameda	Hayward Unified	Brenkwitz High	80	3	3	4	5	27	12	5	0	139	1314
01611920133629	Alameda	Hayward Unified	Hayward High	153	4	26	16	20	60	31	3	0	313	1314
01611920135319	Alameda	Hayward Unified	Mt. Eden High	153	1	55	25	59	34	22	3	0	352	1314
01611920138339	Alameda	Hayward Unified	Tennyson High	109	1	22	21	23	14	6	0	0	196	1314
01612000130393	Alameda	Livermore Valley Joint Unified	Vineyard Alternative	7	0	2	0	0	0	26	5	0	40	1314
01612000132670	Alameda	Livermore Valley Joint Unified	Del Valle Continuation High	22	0	2	1	0	3	20	2	0	50	1314
01612000133397	Alameda	Livermore Valley Joint Unified	Granada High	91	2	19	1	17	4	286	34	0	454	1314
01612000134536	Alameda	Livermore Valley Joint Unified	Livermore High	79	2	27	0	12	10	252	39	2	423	1314
01612340000001	Alameda	Newark Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	1	0	0	0	1	1314
01612340130054	Alameda	Newark Unified	Newark Memorial High	167	0	48	7	55	28	76	11	0	392	1314
01612340130484	Alameda	Newark Unified	Crossroads High (Alternative)	7	0	0	0	2	1	3	1	0	14	1314
01612340135426	Alameda	Newark Unified	Bridgepoint High (Continuation)	22	0	1	2	0	8	3	3	0	39	1314
01612420110460	Alameda	New Haven Unified	Core Learning Academy at Conley-Caraballo High	57	0	9	2	12	11	1	2	0	94	1314
01612420110478	Alameda	New Haven Unified	Alternative Learning Academy at Conley-Caraballo H	1	0	0	0	0	0	0	0	0	1	1314
01612420126763	Alameda	New Haven Unified	Decoto School for Independent Study	19	0	4	3	1	8	3	3	0	41	1314
01612420134668	Alameda	New Haven Unified	James Logan High	197	2	225	40	215	70	51	15	0	815	1314
01612590100065	Alameda	Oakland Unified	Oakland Unity High	56	0	0	0	0	1	0	1	3	61	1314
01612590100701	Alameda	Oakland Unified	MetWest High	14	1	0	0	0	4	2	0	1	22	1314
01612590106906	Alameda	Oakland Unified	Bay Area Technology	5	0	0	0	1	6	6	0	0	18	1314
01612590108944	Alameda	Oakland Unified	Lighthouse Community Charter High	25	0	0	0	0	4	1	1	0	31	1314
01612590110189	Alameda	Oakland Unified	McClymonds High	0	0	1	0	0	33	0	1	1	36	1314
01612590111856	Alameda	Oakland Unified	American Indian Public High	6	0	23	0	0	1	1	0	1	32	1314
01612590112797	Alameda	Oakland Unified	Coliseum College Prep Academy	38	0	0	1	0	6	0	0	0	45	1314
01612590114868	Alameda	Oakland Unified	Oakland Charter High	24	0	23	0	0	1	1	0	0	49	1314
01612590115238	Alameda	Oakland Unified	ARISE High	24	2	0	0	0	0	4	0	0	30	1314
01612590115386	Alameda	Oakland Unified	Civicorps Corpsmember Academy	7	0	3	0	0	35	0	0	0	45	1314
01612590115667	Alameda	Oakland Unified	Oakland International High	20	0	23	0	0	7	1	0	1	52	1314
01612590118224	Alameda	Oakland Unified	Aspire Golden State College Preparatory Academy	19	0	0	0	0	5	0	0	0	24	1314
01612590118653	Alameda	Oakland Unified	Ralph J. Bunche High	27	0	2	3	0	54	1	2	2	91	1314
01612590119859	Alameda	Oakland Unified	Gateway to College at Laney College	6	0	1	0	0	4	1	0	0	12	1314
01612590125161	Alameda	Oakland Unified	Castlemont High	60	0	1	6	0	45	1	0	1	114	1314
01612590125716	Alameda	Oakland Unified	Fremont High	44	0	8	5	0	28	3	0	0	88	1314
01612590126748	Alameda	Oakland Unified	LPS Oakland R & D Campus	49	0	0	1	0	1	0	0	0	51	1314
01612590130146	Alameda	Oakland Unified	Rudsdale Continuation	46	0	4	2	0	62	1	0	0	115	1314
01612590130179	Alameda	Oakland Unified	Street Academy (Alternative)	7	2	1	0	0	5	0	0	0	15	1314
01612590130575	Alameda	Oakland Unified	LIFE Academy	40	0	4	0	1	4	4	0	0	53	1314
01612590130617	Alameda	Oakland Unified	Oakland Military Institute, College Preparatory Ac	26	0	15	1	1	18	5	1	0	67	1314
01612590130666	Alameda	Oakland Unified	Aspire Lionel Wilson College Preparatory Academy	57	0	1	0	0	2	0	0	0	60	1314
01612590132688	Alameda	Oakland Unified	Dewey Academy	38	0	13	2	2	62	5	1	1	124	1314
01612590135905	Alameda	Oakland Unified	Oakland High	39	2	124	2	6	65	2	0	2	242	1314
01612590136051	Alameda	Oakland Unified	Oakland Technical High	73	3	86	4	4	117	89	9	4	389	1314
01612590137943	Alameda	Oakland Unified	Skyline High	68	1	57	4	5	81	24	3	2	245	1314
01612593030772	Alameda	Oakland Unified	Oakland School for the Arts	10	0	1	3	0	20	25	6	6	71	1314
01612596114011	Alameda	Oakland Unified	Independent Study, Sojourner Truth	7	0	1	0	0	7	2	0	0	17	1314
01612750000001	Alameda	Piedmont City Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1314
01612750130286	Alameda	Piedmont City Unified	Millennium High Alternative	2	0	1	0	2	3	10	0	0	18	1314
01612750136515	Alameda	Piedmont City Unified	Piedmont High	5	1	39	1	2	3	116	5	0	172	1314
01612910000001	Alameda	San Leandro Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1314
01612910134528	Alameda	San Leandro Unified	Lincoln High (Continuation)	22	0	0	1	1	20	7	1	0	52	1314
01612910137588	Alameda	San Leandro Unified	San Leandro High	220	2	112	8	58	112	64	9	0	585	1314
01613090000001	Alameda	San Lorenzo Unified	Nonpublic, Nonsectarian Schools	2	0	0	0	0	0	0	0	0	2	1314
01613090111799	Alameda	San Lorenzo Unified	East Bay Arts High	25	0	1	0	4	13	7	0	0	50	1314
01613090114421	Alameda	San Lorenzo Unified	KIPP King Collegiate High	43	0	33	0	4	15	3	2	1	101	1314
01613090130849	Alameda	San Lorenzo Unified	Arroyo High	123	1	108	6	48	23	66	5	0	380	1314
01613090137745	Alameda	San Lorenzo Unified	Royal Sunset (Continuation)	43	0	2	1	2	24	19	0	0	91	1314
01613090137810	Alameda	San Lorenzo Unified	San Lorenzo High	176	3	29	4	24	49	24	2	1	312	1314
01750930132704	Alameda	Dublin Unified	Dublin High	54	2	110	3	26	31	175	3	0	404	1314
01750930138453	Alameda	Dublin Unified	Valley High (Continuation)	11	0	1	0	0	2	21	0	0	35	1314
01751010000000	Alameda	Pleasanton Unified	District Office	8	0	1	0	1	0	14	1	0	25	1314
01751010130096	Alameda	Pleasanton Unified	Foothill High	44	7	158	3	12	8	298	16	0	546	1314
01751010130252	Alameda	Pleasanton Unified	Village High	3	0	1	0	1	1	19	2	0	27	1314
01751010130583	Alameda	Pleasanton Unified	Amador Valley High	43	7	173	1	16	6	373	11	0	630	1314
01766530120931	Alameda	SBE - Livermore Valley Charter Preparatory High	Livermore Valley Charter Preparatory High	21	0	9	0	2	0	41	5	0	78	1314
02100250230011	Alpine	Alpine County Office of Education	Alpine County Opportunity	0	1	0	0	0	0	0	0	0	1	1314
02613330230029	Alpine	Alpine County Unified	Alpine County Secondary Community Day	0	1	0	0	0	0	0	0	0	1	1314
03100330330035	Amador	Amador County Office of Education	County Community	0	0	0	0	0	0	1	0	0	1	1314
03100330330068	Amador	Amador County Office of Education	Amador County Special Education	2	0	0	0	0	0	5	0	0	7	1314
03739810330019	Amador	Amador County Unified	Independence High (Continuation)	8	1	0	0	0	0	11	0	0	20	1314
03739810330050	Amador	Amador County Unified	North Star Independent Study	1	2	1	0	0	0	22	0	1	27	1314
03739810330753	Amador	Amador County Unified	Amador High	20	3	3	1	1	2	93	13	3	139	1314
03739810334755	Amador	Amador County Unified	Argonaut High	18	3	1	0	0	1	99	1	6	129	1314
04100410114991	Butte	Butte County Office of Education	CORE Butte Charter	15	3	2	0	1	1	69	0	0	91	1314
04100410430066	Butte	Butte County Office of Education	Table Mountain	1	0	0	0	0	0	1	2	0	4	1314
04100410430090	Butte	Butte County Office of Education	Learning Community Charter	17	1	0	0	1	0	23	1	2	45	1314
04614080430207	Butte	Biggs Unified	Biggs Secondary Community Day	3	0	0	0	0	0	1	0	0	4	1314
04614080430827	Butte	Biggs Unified	Biggs High	22	2	0	0	0	0	18	0	0	42	1314
04614240120394	Butte	Chico Unified	Inspire School of Arts and Sciences	5	1	2	0	0	2	78	2	5	95	1314
04614240430199	Butte	Chico Unified	Oakdale	14	1	1	0	0	0	27	2	0	45	1314
04614240431502	Butte	Chico Unified	Fair View High (Continuation)	10	2	1	1	0	5	32	0	0	51	1314
04614240431676	Butte	Chico Unified	Chico High	91	5	35	1	0	21	228	2	3	386	1314
04614240437558	Butte	Chico Unified	Pleasant Valley High	75	4	35	1	3	7	329	1	3	458	1314
04614320433201	Butte	Durham Unified	Durham High	17	4	0	0	0	0	57	0	0	78	1314
04614400121509	Butte	Feather Falls Union Elementary	Ipakanni Early College Charter	1	2	0	0	0	0	2	0	0	5	1314
04614570125252	Butte	Golden Feather Union Elementary	Pivot Charter School North Valley	1	0	0	0	0	0	10	0	0	11	1314
04615150434803	Butte	Oroville Union High	Las Plumas High	55	5	30	0	0	3	114	18	0	225	1314
04615150435602	Butte	Oroville Union High	Oroville High	32	8	74	0	1	4	102	14	0	235	1314
04615150437566	Butte	Oroville Union High	Prospect High (Continuation)	12	4	7	0	0	1	21	5	0	50	1314
04615310121715	Butte	Paradise Unified	Paradise eLearning Academy	1	1	0	0	1	0	7	0	0	10	1314
04615310432856	Butte	Paradise Unified	Ridgeview High (Continuation)	8	1	0	0	0	1	32	3	0	45	1314
04615310437350	Butte	Paradise Unified	Paradise Senior High	19	3	3	0	0	0	200	13	0	238	1314
04615316112585	Butte	Paradise Unified	Hometech Charter	2	0	0	0	0	0	15	5	0	22	1314
04755070433946	Butte	Gridley Unified	Esperanza High (Continuation)	5	0	1	0	0	0	2	0	2	10	1314
04755070433953	Butte	Gridley Unified	Gridley High	77	0	3	0	1	1	61	0	0	143	1314
05100580530048	Calaveras	Calaveras County Office of Education	Calaveras River Academy	3	0	0	1	0	0	10	0	0	14	1314
05100580530154	Calaveras	Calaveras County Office of Education	Mountain Oaks	6	1	1	0	0	0	47	5	0	60	1314
05100589010745	Calaveras	Calaveras County Office of Education	Oakendell Community	1	0	0	0	0	0	4	0	0	5	1314
05615560530014	Calaveras	Bret Harte Union High	Vallecito Continuation High	3	1	0	0	0	0	18	1	0	23	1314
05615560530121	Calaveras	Bret Harte Union High	John Vierra High	0	0	0	0	0	0	2	0	0	2	1314
05615560532507	Calaveras	Bret Harte Union High	Bret Harte Union High	27	2	1	0	0	0	104	9	0	143	1314
05615640000001	Calaveras	Calaveras Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1314
05615640530022	Calaveras	Calaveras Unified	Gold Strike High	6	1	0	0	1	1	17	0	0	26	1314
05615640530055	Calaveras	Calaveras Unified	Calaveras Unified Alternative-Sierra Hills Educati	1	0	0	0	0	2	13	0	0	16	1314
05615640531509	Calaveras	Calaveras Unified	Calaveras High	22	2	1	0	3	2	176	2	0	208	1314
06615980630012	Colusa	Colusa Unified	Colusa Alternative High (Continuation)	5	0	0	0	0	0	1	0	0	6	1314
06615980630046	Colusa	Colusa Unified	Colusa Alternative Home	2	1	0	0	0	0	9	0	0	12	1314
06615980631259	Colusa	Colusa Unified	Colusa High	30	0	0	0	0	2	30	0	0	62	1314
06616060634758	Colusa	Maxwell Unified	Maxwell Jr/Sr High	12	1	0	0	0	0	14	0	0	27	1314
06616140630087	Colusa	Pierce Joint Unified	Arbuckle Alternative High (Continuation)	6	0	0	0	0	0	1	0	0	7	1314
06616140635250	Colusa	Pierce Joint Unified	Pierce High	55	0	0	1	0	0	17	0	0	73	1314
06616220630038	Colusa	Williams Unified	Mid Valley High (Continuation)	15	0	0	0	0	0	1	0	0	16	1314
06616220637504	Colusa	Williams Unified	Williams Junior/Senior High	46	1	0	0	0	2	3	0	0	52	1314
07100740120444	Contra Costa	Contra Costa County Office of Education	Mt. McKinley	9	0	1	0	0	11	2	0	0	23	1314
07100740730242	Contra Costa	Contra Costa County Office of Education	Delta Vista High	1	0	0	0	0	4	0	0	0	5	1314
07100740730614	Contra Costa	Contra Costa County Office of Education	Golden Gate Community	1	0	1	0	0	1	2	0	0	5	1314
07100740731380	Contra Costa	Contra Costa County Office of Education	Clayton Valley Charter High	110	2	43	3	20	15	231	13	4	441	1314
07616300000001	Contra Costa	Acalanes Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	5	0	0	5	1314
07616300107524	Contra Costa	Acalanes Union High	Acalanes Center for Independent Study	5	0	1	0	1	2	31	3	0	43	1314
07616300730283	Contra Costa	Acalanes Union High	Acalanes High	28	1	31	0	9	1	234	21	0	325	1314
07616300731125	Contra Costa	Acalanes Union High	Campolindo High	14	0	43	1	6	5	200	33	2	304	1314
07616300733725	Contra Costa	Acalanes Union High	Las Lomas High	20	1	44	0	12	14	241	10	1	343	1314
07616300734244	Contra Costa	Acalanes Union High	Miramonte High	18	0	50	1	1	4	215	8	1	298	1314
07616480000001	Contra Costa	Antioch Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	2	0	0	0	2	1314
07616480110494	Contra Costa	Antioch Unified	Bidwell Continuation High	19	0	1	0	1	22	11	2	0	56	1314
07616480117218	Contra Costa	Antioch Unified	Dozier-Libbey Medical High	53	0	15	2	14	19	23	4	0	130	1314
07616480730101	Contra Costa	Antioch Unified	Live Oak High (Continuation)	27	2	2	1	0	11	15	0	0	58	1314
07616480730259	Contra Costa	Antioch Unified	Prospects High (Alternative)	66	0	1	1	3	36	45	3	1	156	1314
07616480730465	Contra Costa	Antioch Unified	Deer Valley High	148	1	40	7	52	151	120	42	0	561	1314
07616480730481	Contra Costa	Antioch Unified	Bridges	1	0	0	0	0	0	0	0	0	1	1314
07616480730861	Contra Costa	Antioch Unified	Antioch High	139	4	14	4	14	52	99	7	0	333	1314
07616970737023	Contra Costa	John Swett Unified	John Swett High	30	1	13	0	11	13	24	12	2	106	1314
07616970737619	Contra Costa	John Swett Unified	Willow High	6	0	0	0	0	5	6	1	0	18	1314
07617210107797	Contra Costa	Liberty Union High	Heritage High	113	2	29	4	30	53	279	12	0	522	1314
07617210730457	Contra Costa	Liberty Union High	Freedom High	222	2	8	7	24	57	246	17	0	583	1314
07617210730572	Contra Costa	Liberty Union High	Independence High	44	2	2	1	1	15	58	3	0	126	1314
07617210733980	Contra Costa	Liberty Union High	Liberty High	143	3	11	2	17	22	208	13	0	419	1314
07617210733998	Contra Costa	Liberty Union High	La Paloma High (Continuation)	21	0	0	0	4	13	26	1	0	65	1314
07617390000001	Contra Costa	Martinez Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1314
07617390730440	Contra Costa	Martinez Unified	Vicente Martinez High	7	0	0	0	0	3	13	4	0	27	1314
07617390730473	Contra Costa	Martinez Unified	Briones (Alternative)	8	0	0	0	0	0	13	1	0	22	1314
07617390730549	Contra Costa	Martinez Unified	Alhambra Senior High	62	1	9	1	6	9	151	31	0	270	1314
07617540000001	Contra Costa	Mt. Diablo Unified	Nonpublic, Nonsectarian Schools	0	0	1	0	0	1	8	0	0	10	1314
07617540730044	Contra Costa	Mt. Diablo Unified	Northgate High	40	3	63	4	19	10	248	1	1	389	1314
07617540730317	Contra Costa	Mt. Diablo Unified	Horizons Alternative	14	0	2	0	0	2	50	1	0	69	1314
07617540730333	Contra Costa	Mt. Diablo Unified	Gateway High (Continuation)	8	0	0	0	0	1	0	0	0	9	1314
07617540730341	Contra Costa	Mt. Diablo Unified	Nueva Vista High (Continuation)	4	0	0	1	0	0	7	0	0	12	1314
07617540730358	Contra Costa	Mt. Diablo Unified	Prospect High (Continuation)	6	0	1	0	0	0	3	0	0	10	1314
07617540730416	Contra Costa	Mt. Diablo Unified	Crossroads High (Continuation)	14	0	0	0	0	1	1	0	0	16	1314
07617540730424	Contra Costa	Mt. Diablo Unified	Summit High (Continuation)	12	0	0	0	0	2	6	0	0	20	1314
07617540731646	Contra Costa	Mt. Diablo Unified	College Park High	74	3	42	3	23	12	226	2	2	387	1314
07617540731836	Contra Costa	Mt. Diablo Unified	Concord High	92	2	20	1	27	14	126	5	0	287	1314
07617540734566	Contra Costa	Mt. Diablo Unified	Mt. Diablo High	155	1	16	5	28	16	43	3	0	267	1314
07617540734764	Contra Costa	Mt. Diablo Unified	Olympic Continuation High	48	1	3	2	4	19	34	2	0	113	1314
07617540737809	Contra Costa	Mt. Diablo Unified	Ygnacio Valley High	154	0	17	1	14	13	45	2	0	246	1314
07617880730184	Contra Costa	Pittsburg Unified	Black Diamond High (Continuation)	31	0	3	0	1	31	4	3	0	73	1314
07617880735407	Contra Costa	Pittsburg Unified	Pittsburg Senior High	317	1	25	6	34	121	36	5	0	545	1314
07617960000000	Contra Costa	West Contra Costa Unified	District Office	2	0	0	0	0	0	0	0	0	2	1314
07617960000001	Contra Costa	West Contra Costa Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	4	1	0	5	1314
07617960101477	Contra Costa	West Contra Costa Unified	Leadership Public Schools: Richmond	89	0	0	1	0	13	1	0	0	104	1314
07617960730275	Contra Costa	West Contra Costa Unified	North Campus Continuation	25	0	2	1	3	21	3	0	0	55	1314
07617960730291	Contra Costa	West Contra Costa Unified	Middle College High	33	0	9	0	7	19	7	0	0	75	1314
07617960730325	Contra Costa	West Contra Costa Unified	Vista High (Alternative)	49	0	3	1	5	13	10	1	0	82	1314
07617960730598	Contra Costa	West Contra Costa Unified	Hercules High	34	0	49	2	76	62	21	1	0	245	1314
07617960732164	Contra Costa	West Contra Costa Unified	De Anza Senior High	67	1	27	3	12	41	15	1	0	167	1314
07617960732941	Contra Costa	West Contra Costa Unified	El Cerrito Senior High	71	1	67	0	10	76	48	0	0	273	1314
07617960733253	Contra Costa	West Contra Costa Unified	Gompers (Samuel) Continuation	20	0	0	0	0	20	1	0	0	41	1314
07617960733659	Contra Costa	West Contra Costa Unified	Kennedy High	68	0	10	5	5	32	3	0	0	123	1314
07617960735316	Contra Costa	West Contra Costa Unified	Pinole Valley High	108	0	41	4	36	57	58	4	0	308	1314
07617960735902	Contra Costa	West Contra Costa Unified	Richmond High	275	0	16	4	10	14	4	1	0	324	1314
07618040113118	Contra Costa	San Ramon Valley Unified	Dougherty Valley High	29	1	285	0	41	25	95	22	0	498	1314
07618040730051	Contra Costa	San Ramon Valley Unified	California High	79	3	126	2	17	14	320	41	0	602	1314
07618040730218	Contra Costa	San Ramon Valley Unified	Venture (Alternative)	16	0	6	0	1	5	78	8	0	114	1314
07618040734368	Contra Costa	San Ramon Valley Unified	Monte Vista High	40	0	68	2	11	8	363	24	0	516	1314
07618040736504	Contra Costa	San Ramon Valley Unified	San Ramon Valley High	28	0	32	2	5	9	407	20	0	503	1314
07618040736819	Contra Costa	San Ramon Valley Unified	Del Amigo High (Continuation)	6	0	0	0	2	5	23	2	0	38	1314
08100820106625	Del Norte	Del Norte County Office of Education	Elk Creek	0	1	0	0	0	0	1	0	0	2	1314
08100820106666	Del Norte	Del Norte County Office of Education	Bar-O	4	0	0	0	0	2	1	0	0	7	1314
08100820830042	Del Norte	Del Norte County Office of Education	Del Norte Community	1	1	0	0	0	0	2	0	0	4	1314
08100820830059	Del Norte	Del Norte County Office of Education	Castle Rock	9	8	1	0	0	0	51	1	0	70	1314
08618200833004	Del Norte	Del Norte County Unified	Del Norte High	39	14	27	0	0	1	115	1	0	197	1314
08618200836205	Del Norte	Del Norte County Unified	Sunset High	7	6	0	0	0	2	35	0	0	50	1314
09100900106047	El Dorado	El Dorado County Office of Education	Blue Ridge	0	0	1	0	0	0	1	0	0	2	1314
09100900930016	El Dorado	El Dorado County Office of Education	Golden Ridge	1	0	0	0	0	0	1	0	0	2	1314
09100900930123	El Dorado	El Dorado County Office of Education	Charter Community School Home Study Academy	6	0	0	0	0	0	38	1	0	45	1314
09100900930131	El Dorado	El Dorado County Office of Education	Rite of Passage	44	1	0	1	0	21	7	1	0	75	1314
09618530000001	El Dorado	El Dorado Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1314
09618530101808	El Dorado	El Dorado Union High	Mountain View High	3	2	0	1	0	1	29	2	0	38	1314
09618530930081	El Dorado	El Dorado Union High	Oak Ridge High	40	2	41	1	7	15	397	13	10	526	1314
09618530930164	El Dorado	El Dorado Union High	Union Mine High	23	5	2	1	2	1	190	7	2	233	1314
09618530930214	El Dorado	El Dorado Union High	EDUHSD Virtual Academy at Shenandoah	1	0	0	0	0	0	10	0	0	11	1314
09618530930222	El Dorado	El Dorado Union High	Vista High	6	0	0	1	0	0	21	1	0	29	1314
09618530932756	El Dorado	El Dorado Union High	El Dorado High	40	4	4	1	0	1	243	11	0	304	1314
09618530934554	El Dorado	El Dorado Union High	Independence Continuation	18	2	1	0	0	1	56	5	0	83	1314
09618530936302	El Dorado	El Dorado Union High	Ponderosa High	43	3	7	1	4	4	333	5	1	401	1314
09619030930040	El Dorado	Lake Tahoe Unified	Mt. Tallac High	15	1	0	0	0	1	16	0	0	33	1314
09619030930107	El Dorado	Lake Tahoe Unified	Transitional Learning Center (Continuation)	22	0	0	0	0	0	11	0	0	33	1314
09619030937805	El Dorado	Lake Tahoe Unified	South Tahoe High	57	4	10	1	15	4	110	2	0	203	1314
09737830121566	El Dorado	Black Oak Mine Unified	American River Charter	0	0	0	0	0	0	9	0	0	9	1314
09737830930073	El Dorado	Black Oak Mine Unified	Golden Sierra Junior Senior High	4	3	2	0	1	1	94	0	0	105	1314
09737830930099	El Dorado	Black Oak Mine Unified	Divide High	1	1	0	0	0	0	13	0	0	15	1314
10101080109991	Fresno	Fresno County Office of Education	Crescent View West Charter	22	0	19	0	0	4	14	0	1	60	1314
10101080111682	Fresno	Fresno County Office of Education	Hume Lake Charter	0	0	0	0	0	0	3	0	0	3	1314
10101080119628	Fresno	Fresno County Office of Education	Big Picture High School - Fresno	5	0	0	0	0	5	0	0	0	10	1314
10101081030337	Fresno	Fresno County Office of Education	Fresno County Court	12	0	1	0	0	4	4	0	0	21	1314
10101081030899	Fresno	Fresno County Office of Education	Violet Heintz Education Academy	1	0	0	0	0	1	0	0	0	2	1314
10101081030923	Fresno	Fresno County Office of Education	Kermit Koontz Education Complex	0	0	1	0	0	0	0	0	0	1	1314
10621170110270	Fresno	Clovis Unified	Clovis Community Day Secondary	1	0	0	0	0	0	0	0	0	1	1314
10621170113555	Fresno	Clovis Unified	Clovis North High	97	2	63	0	21	13	267	9	1	473	1314
10621170118018	Fresno	Clovis Unified	Clovis Online Charter	11	0	4	0	0	4	41	0	0	60	1314
10621171030196	Fresno	Clovis Unified	Clovis West High	140	6	58	1	7	19	241	12	0	484	1314
10621171030469	Fresno	Clovis Unified	Enterprise Alternative	4	1	0	0	0	2	8	0	0	15	1314
10621171030501	Fresno	Clovis Unified	Buchanan High	133	3	76	1	12	18	313	11	0	567	1314
10621171030683	Fresno	Clovis Unified	Clovis East High	131	4	129	1	8	15	145	9	0	442	1314
10621171031004	Fresno	Clovis Unified	Gateway High (Continuation)	22	0	4	0	1	3	12	0	0	42	1314
10621171031053	Fresno	Clovis Unified	Clovis High	206	2	60	3	2	15	304	10	0	602	1314
10621251030113	Fresno	Coalinga-Huron Unified	Cambridge High	7	0	0	0	0	0	1	0	0	8	1314
10621251030477	Fresno	Coalinga-Huron Unified	Chesnut High (Continuation)	2	0	1	0	0	0	0	0	0	3	1314
10621251031376	Fresno	Coalinga-Huron Unified	Coalinga High	169	0	1	0	1	2	36	0	0	209	1314
10621580120246	Fresno	Fowler Unified	Fowler Academy Independent Study	4	0	0	0	0	0	1	0	0	5	1314
10621581031954	Fresno	Fowler Unified	Fowler Academy Continuation	1	0	0	0	0	0	0	0	0	1	1314
