CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
15636771534460	Kern	Mojave Unified	Mojave Jr./Sr. High	19	0	0	0	0	7	19	2	0	47	1011
15636851530997	Kern	Muroc Joint Unified	Boron Junior-Senior High	8	1	0	0	1	4	18	4	0	36	1011
15636851531987	Kern	Muroc Joint Unified	Desert Junior-Senior High	9	0	4	1	5	15	63	0	0	97	1011
15637761530039	Kern	Southern Kern Unified	Rare Earth High (Continuation)	5	0	1	0	0	0	5	0	0	11	1011
15637761530377	Kern	Southern Kern Unified	Abraham Lincoln Alternative	6	1	0	0	0	1	16	0	0	24	1011
15637761534957	Kern	Southern Kern Unified	Rosamond High	55	0	0	0	3	8	56	0	0	122	1011
15638181530138	Kern	Taft Union High	Buena Vista High (Continuation)	5	0	0	2	0	0	8	0	0	15	1011
15638181535905	Kern	Taft Union High	Taft Union High	80	0	0	1	2	2	104	8	0	197	1011
15638261530245	Kern	Tehachapi Unified	Monroe High (Continuation)	16	1	0	0	1	0	28	1	0	47	1011
15638261536135	Kern	Tehachapi Unified	Tehachapi High	48	0	4	2	0	7	208	0	0	269	1011
15638591530351	Kern	Wasco Union High	Wasco Independence High	33	0	0	0	0	0	2	0	0	35	1011
15638591536440	Kern	Wasco Union High	Wasco High	215	0	1	0	0	8	21	1	0	246	1011
15737421530054	Kern	Sierra Sands Unified	Mesquite Continuation High	5	3	0	0	0	3	39	0	0	50	1011
15737421531367	Kern	Sierra Sands Unified	Burroughs High	53	2	15	4	12	12	223	1	0	322	1011
15739081530146	Kern	McFarland Unified	San Joaquin High (Continuation)	8	0	0	0	0	0	0	0	0	8	1011
15739081530229	Kern	McFarland Unified	McFarland Independent	11	0	0	0	0	0	1	0	0	12	1011
15739081534155	Kern	McFarland Unified	McFarland High	198	0	1	0	0	0	4	0	0	203	1011
15751680113910	Kern	El Tejon Unified	El Tejon Continuation High	1	0	0	0	0	0	4	0	0	5	1011
15751681530401	Kern	El Tejon Unified	Frazier Mountain High	13	1	2	0	0	1	75	2	0	94	1011
16101651630102	Kings	Kings County Office of Education	J. C. Montgomery	6	0	0	0	0	1	1	1	0	9	1011
16101651630193	Kings	Kings County Office of Education	Kings County Community	7	0	0	0	0	1	1	0	0	9	1011
16101656069298	Kings	Kings County Office of Education	Kings County Special Education	1	0	0	0	0	1	1	0	2	5	1011
16638750101717	Kings	Armona Union Elementary	Crossroads Charter	29	2	1	0	0	1	20	0	0	53	1011
16638750112698	Kings	Armona Union Elementary	California Virtual Academy @ Kings	2	0	0	1	0	0	15	0	0	18	1011
16638750118331	Kings	Armona Union Elementary	Crossroads Trade Tech Charter	5	0	0	0	1	1	4	0	0	11	1011
16638750121491	Kings	Armona Union Elementary	National University Academy, Armona	9	0	0	0	0	3	3	0	0	15	1011
16638910120154	Kings	Corcoran Joint Unified	California Pacific Charter School of Central Calif	1	0	1	1	0	0	7	0	1	11	1011
16638911632140	Kings	Corcoran Joint Unified	Kings Lake Education Center	2	0	0	0	0	0	0	0	0	2	1011
16638911632207	Kings	Corcoran Joint Unified	Corcoran High	118	0	2	0	1	6	19	0	0	146	1011
16639250118919	Kings	Hanford Joint Union High	Sierra Pacific High	1	0	0	0	0	0	1	0	0	2	1011
16639251630060	Kings	Hanford Joint Union High	Hanford Night (Continuation)	10	0	0	0	0	0	1	0	0	11	1011
16639251630169	Kings	Hanford Joint Union High	Hanford West High	191	0	12	1	15	26	116	5	0	366	1011
16639251634245	Kings	Hanford Joint Union High	Earl F. Johnson High (Continuation)	33	1	1	0	0	3	11	0	0	49	1011
16639251634401	Kings	Hanford Joint Union High	Hanford High	145	3	8	1	7	21	150	0	0	335	1011
16639820110205	Kings	Lemoore Union High	Lemoore Middle College High	18	1	1	1	0	1	25	0	0	47	1011
16639821630011	Kings	Lemoore Union High	Jamison (Donald C.) High (Continuation)	36	2	1	1	1	1	17	0	0	59	1011
16639821635606	Kings	Lemoore Union High	Lemoore High	141	6	6	2	29	23	156	1	0	364	1011
16739321630078	Kings	Reef-Sunset Unified	Sunrise High (Continuation)	9	0	0	0	0	0	0	0	0	9	1011
16739321630110	Kings	Reef-Sunset Unified	Adelante High	1	0	0	0	0	0	0	0	0	1	1011
16739321630953	Kings	Reef-Sunset Unified	Avenal High	105	0	1	0	0	0	4	0	0	110	1011
17101730107995	Lake	Lake County Office of Education	Clearlake Community	0	0	0	0	0	0	1	0	0	1	1011
17101731730167	Lake	Lake County Office of Education	Lloyd Hance Community	5	0	0	0	0	0	4	0	0	9	1011
17640141730043	Lake	Kelseyville Unified	Ed Donaldson Education Center	1	0	0	0	0	0	4	0	1	6	1011
17640141730100	Lake	Kelseyville Unified	Intermountain High	0	0	0	0	0	0	1	0	0	1	1011
17640141734359	Lake	Kelseyville Unified	Kelseyville High	38	2	0	1	1	4	62	0	2	110	1011
17640221730027	Lake	Konocti Unified	Carle (William C.) High (Continuation)	6	0	0	0	1	1	31	4	0	43	1011
17640221730118	Lake	Konocti Unified	Richard H. Lewis Alternative	4	1	0	0	0	1	9	0	0	15	1011
17640221735000	Lake	Konocti Unified	Lower Lake High	33	4	3	0	1	6	67	2	0	116	1011
17640301730019	Lake	Lakeport Unified	Natural High (Continuation)	1	0	0	0	0	0	3	0	2	6	1011
17640301730142	Lake	Lakeport Unified	Lakeport Alternative (Home School)	0	0	0	0	0	0	3	0	0	3	1011
17640301732304	Lake	Lakeport Unified	Clear Lake High	20	0	0	0	0	1	61	2	0	84	1011
17640551730035	Lake	Middletown Unified	Loconoma Valley High	0	0	0	0	0	0	3	0	0	3	1011
17640551736008	Lake	Middletown Unified	Middletown High	17	3	0	0	1	1	80	1	0	103	1011
17640711730050	Lake	Upper Lake Union High	Clover Valley High (Continuation)	4	3	1	0	0	0	12	1	0	21	1011
17640711737006	Lake	Upper Lake Union High	Upper Lake High	4	1	2	0	1	2	44	6	0	60	1011
18101811830058	Lassen	Lassen County Office of Education	Lassen County Juvenile Court	0	1	0	0	0	0	2	0	0	3	1011
18640891831601	Lassen	Big Valley Joint Unified	Big Valley Jr. Sr. High	4	2	0	0	0	0	16	0	1	23	1011
18641390106385	Lassen	Lassen Union High	Diamond Mountain Charter High	4	0	0	0	0	0	14	0	0	18	1011
