CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
01611500132225	Alameda	Castro Valley Unified	Castro Valley High	151	2	165	3	26	45	220	74	3	689	1213
01611500135533	Alameda	Castro Valley Unified	Redwood Continuation High	17	0	2	0	2	5	19	4	0	49	1213
01611680132746	Alameda	Emery Unified	Emery Secondary	7	0	7	0	0	21	0	1	0	36	1213
01611760130062	Alameda	Fremont Unified	American High	42	1	226	4	45	20	84	7	0	429	1213
01611760130138	Alameda	Fremont Unified	Robertson High (Continuation)	54	2	11	2	5	12	24	3	0	113	1213
01611760130435	Alameda	Fremont Unified	Vista Alternative	6	1	7	1	2	3	17	1	0	38	1213
01611760130534	Alameda	Fremont Unified	Circle of Independent Learning	6	0	7	0	0	2	19	0	0	34	1213
01611760134270	Alameda	Fremont Unified	Irvington High	47	1	274	1	23	11	74	6	0	437	1213
01611760134452	Alameda	Fremont Unified	John F. Kennedy High	97	3	83	2	24	15	87	7	0	318	1213
01611760135244	Alameda	Fremont Unified	Mission San Jose High	8	1	475	2	7	1	57	0	0	551	1213
01611760138693	Alameda	Fremont Unified	Washington High	77	1	118	7	28	13	130	21	0	395	1213
01611920000001	Alameda	Hayward Unified	Nonpublic, Nonsectarian Schools	2	0	1	0	0	4	0	0	0	7	1213
01611920108670	Alameda	Hayward Unified	Leadership Public Schools - Hayward	63	0	12	7	6	7	6	3	0	104	1213
01611920113902	Alameda	Hayward Unified	Impact Academy of Arts & Technology	42	1	4	3	3	24	17	6	0	100	1213
01611920133009	Alameda	Hayward Unified	Brenkwitz High	70	2	3	7	7	42	8	5	0	144	1213
01611920133629	Alameda	Hayward Unified	Hayward High	143	4	14	15	12	59	40	4	0	291	1213
01611920135319	Alameda	Hayward Unified	Mt. Eden High	171	2	50	21	70	37	22	4	0	377	1213
01611920138339	Alameda	Hayward Unified	Tennyson High	126	0	22	21	15	22	15	1	0	222	1213
01612000130393	Alameda	Livermore Valley Joint Unified	Vineyard Alternative	12	1	2	0	1	0	43	6	0	65	1213
01612000132670	Alameda	Livermore Valley Joint Unified	Del Valle Continuation High	17	0	1	0	2	1	22	3	0	46	1213
01612000133397	Alameda	Livermore Valley Joint Unified	Granada High	99	4	29	3	11	5	331	18	0	500	1213
01612000134536	Alameda	Livermore Valley Joint Unified	Livermore High	89	2	22	1	13	8	267	34	1	437	1213
01612340130054	Alameda	Newark Unified	Newark Memorial High	169	2	52	8	43	22	91	29	1	417	1213
01612340130484	Alameda	Newark Unified	Crossroads High (Alternative)	14	0	0	0	0	0	4	1	0	19	1213
01612340135426	Alameda	Newark Unified	Bridgepoint High (Continuation)	29	0	2	1	1	1	7	1	0	42	1213
01612420000001	Alameda	New Haven Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	1	0	0	0	1	1213
01612420110460	Alameda	New Haven Unified	Core Learning Academy at Conley-Caraballo High	53	0	2	1	15	15	8	3	0	97	1213
01612420110478	Alameda	New Haven Unified	Alternative Learning Academy at Conley-Caraballo H	3	0	0	1	0	1	1	0	0	6	1213
01612420126763	Alameda	New Haven Unified	Decoto School for Independent Study	12	0	4	0	8	5	3	1	0	33	1213
01612420134668	Alameda	New Haven Unified	James Logan High	229	2	219	28	183	62	85	15	0	823	1213
01612590000001	Alameda	Oakland Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	3	1	0	0	4	1213
01612590100065	Alameda	Oakland Unified	Oakland Unity High	49	0	0	0	0	4	0	1	0	54	1213
01612590100701	Alameda	Oakland Unified	MetWest High	15	0	1	0	1	6	0	0	1	24	1213
01612590101469	Alameda	Oakland Unified	LPS College Park	96	0	0	0	0	28	0	1	0	125	1213
01612590106542	Alameda	Oakland Unified	Community Day	1	0	2	0	0	0	0	0	0	3	1213
01612590106906	Alameda	Oakland Unified	Bay Area Technology	5	0	0	0	0	9	1	1	0	16	1213
01612590108944	Alameda	Oakland Unified	Lighthouse Community Charter High	28	0	1	0	0	4	0	1	0	34	1213
01612590110189	Alameda	Oakland Unified	McClymonds High	1	0	1	0	1	36	1	0	0	40	1213
01612590111856	Alameda	Oakland Unified	American Indian Public High	6	0	12	0	3	1	0	0	0	22	1213
01612590112797	Alameda	Oakland Unified	Coliseum College Prep Academy	37	0	0	0	0	6	0	0	0	43	1213
01612590114868	Alameda	Oakland Unified	Oakland Charter High	18	0	9	1	1	0	0	0	0	29	1213
01612590115238	Alameda	Oakland Unified	ARISE High	30	0	0	0	1	1	1	0	0	33	1213
01612590115386	Alameda	Oakland Unified	Civicorps Corpsmember Academy	6	0	3	2	0	34	3	3	1	52	1213
01612590115667	Alameda	Oakland Unified	Oakland International High	18	0	18	0	0	5	2	0	0	43	1213
01612590116137	Alameda	Oakland Unified	East Oakland Leadership Academy High	7	0	0	0	0	0	0	0	0	7	1213
01612590118224	Alameda	Oakland Unified	Aspire Golden State College Preparatory Academy	18	0	0	0	1	6	0	0	0	25	1213
01612590118653	Alameda	Oakland Unified	Ralph J. Bunche High	25	0	3	1	0	59	0	1	0	89	1213
01612590119859	Alameda	Oakland Unified	Gateway to College at Laney College	2	0	0	0	0	1	0	0	1	4	1213
01612590125161	Alameda	Oakland Unified	Castlemont High	57	0	1	8	1	43	1	0	0	111	1213
01612590125716	Alameda	Oakland Unified	Fremont High	54	0	14	4	2	39	4	0	0	117	1213
01612590130146	Alameda	Oakland Unified	Rudsdale Continuation	40	0	2	1	1	52	2	0	0	98	1213
01612590130179	Alameda	Oakland Unified	Street Academy (Alternative)	6	2	0	0	0	6	0	0	0	14	1213
01612590130575	Alameda	Oakland Unified	LIFE Academy	40	0	5	0	0	0	0	0	0	45	1213
01612590130617	Alameda	Oakland Unified	Oakland Military Institute, College Preparatory Ac	19	0	17	2	0	22	0	2	0	62	1213
01612590130666	Alameda	Oakland Unified	Aspire Lionel Wilson College Preparatory Academy	53	0	0	0	0	0	0	0	0	53	1213
01612590132688	Alameda	Oakland Unified	Dewey Academy	48	1	10	0	1	60	1	0	0	121	1213
01612590135905	Alameda	Oakland Unified	Oakland High	53	1	186	2	5	77	5	0	0	329	1213
01612590136051	Alameda	Oakland Unified	Oakland Technical High	53	1	69	1	4	111	80	4	1	324	1213
01612590137943	Alameda	Oakland Unified	Skyline High	103	2	84	5	4	103	32	4	4	341	1213
01612593030772	Alameda	Oakland Unified	Oakland School for the Arts	8	0	2	1	2	30	16	7	5	71	1213
01612596114011	Alameda	Oakland Unified	Independent Study, Sojourner Truth	9	0	1	0	0	14	5	1	1	31	1213
01612750000001	Alameda	Piedmont City Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1213
01612750130286	Alameda	Piedmont City Unified	Millennium High Alternative	4	0	2	0	0	3	21	1	0	31	1213
01612750136515	Alameda	Piedmont City Unified	Piedmont High	6	0	37	0	2	2	119	8	0	174	1213
01612910000001	Alameda	San Leandro Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	1	0	0	0	1	1213
01612910134528	Alameda	San Leandro Unified	Lincoln High (Continuation)	25	2	0	1	3	18	1	1	0	51	1213
01612910137588	Alameda	San Leandro Unified	San Leandro High	187	2	102	10	56	113	58	4	1	533	1213
01613090000001	Alameda	San Lorenzo Unified	Nonpublic, Nonsectarian Schools	0	0	1	0	0	0	0	0	0	1	1213
01613090111799	Alameda	San Lorenzo Unified	East Bay Arts High	26	0	5	2	5	11	15	0	0	64	1213
01613090114421	Alameda	San Lorenzo Unified	KIPP King Collegiate High	38	0	32	2	4	20	7	0	0	103	1213
01613090130849	Alameda	San Lorenzo Unified	Arroyo High	151	3	78	8	69	36	58	1	0	404	1213
01613090137745	Alameda	San Lorenzo Unified	Royal Sunset (Continuation)	41	1	3	3	3	15	17	0	0	83	1213
01613090137810	Alameda	San Lorenzo Unified	San Lorenzo High	154	1	21	5	16	50	18	2	0	267	1213
01750930132704	Alameda	Dublin Unified	Dublin High	48	1	83	1	27	33	181	12	0	386	1213
01750930138453	Alameda	Dublin Unified	Valley High (Continuation)	7	0	1	0	1	2	15	0	0	26	1213
01751010000000	Alameda	Pleasanton Unified	District Office	9	1	0	1	1	1	12	1	0	26	1213
01751010000001	Alameda	Pleasanton Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	1	2	0	0	3	1213
01751010130096	Alameda	Pleasanton Unified	Foothill High	43	4	171	4	16	6	281	3	0	528	1213
01751010130252	Alameda	Pleasanton Unified	Village High	12	0	2	0	1	3	22	1	0	41	1213
01751010130583	Alameda	Pleasanton Unified	Amador Valley High	49	4	160	0	16	10	374	10	0	623	1213
02100250230011	Alpine	Alpine County Office of Education	Alpine County Opportunity	0	1	0	0	0	0	0	0	0	1	1213
02613330230029	Alpine	Alpine County Unified	Alpine County Secondary Community Day	0	1	0	0	0	0	0	0	0	1	1213
03100330330035	Amador	Amador County Office of Education	County Community	1	0	0	0	0	0	0	0	0	1	1213
03100330330068	Amador	Amador County Office of Education	Amador County Special Education	1	0	1	0	0	0	6	0	0	8	1213
03739810330019	Amador	Amador County Unified	Independence High (Continuation)	0	0	0	0	0	0	8	1	0	9	1213
03739810330050	Amador	Amador County Unified	North Star Independent Study	8	0	0	0	0	0	16	2	0	26	1213
03739810330753	Amador	Amador County Unified	Amador High	28	3	0	1	2	0	98	4	0	136	1213
03739810334755	Amador	Amador County Unified	Argonaut High	19	0	0	0	2	2	97	1	1	122	1213
04100410114991	Butte	Butte County Office of Education	CORE Butte Charter	8	0	1	0	1	0	52	0	0	62	1213
04100410430066	Butte	Butte County Office of Education	Table Mountain	1	0	1	0	0	1	2	1	0	6	1213
04100410430090	Butte	Butte County Office of Education	Learning Community Charter	4	4	0	0	0	0	37	2	0	47	1213
04614080430827	Butte	Biggs Unified	Biggs High	13	1	1	0	0	0	21	1	0	37	1213
04614240120394	Butte	Chico Unified	Inspire School of Arts and Sciences	8	0	3	1	2	4	73	0	0	91	1213
04614240430199	Butte	Chico Unified	Oakdale	8	1	1	0	0	4	22	2	0	38	1213
04614240431502	Butte	Chico Unified	Fair View High (Continuation)	26	2	1	1	0	4	47	2	0	83	1213
04614240431676	Butte	Chico Unified	Chico High	78	6	45	2	2	8	302	6	1	450	1213
04614240437558	Butte	Chico Unified	Pleasant Valley High	67	7	36	3	4	7	309	0	0	433	1213
04614320433201	Butte	Durham Unified	Durham High	19	0	1	0	0	1	66	1	0	88	1213
04614400121509	Butte	Feather Falls Union Elementary	Ipakanni Early College Charter	5	5	0	0	0	0	6	2	0	18	1213
04614570125252	Butte	Golden Feather Union Elementary	Pivot Charter School North Valley	0	0	0	0	0	0	2	0	0	2	1213
04615150430140	Butte	Oroville Union High	Oroville High Community Day	1	0	0	0	0	0	0	0	0	1	1213
04615150434803	Butte	Oroville Union High	Las Plumas High	51	9	31	1	1	3	126	19	0	241	1213
04615150435602	Butte	Oroville Union High	Oroville High	26	3	82	0	1	7	104	18	0	241	1213
04615150437566	Butte	Oroville Union High	Prospect High (Continuation)	10	3	5	0	0	1	18	6	0	43	1213
04615310121715	Butte	Paradise Unified	Paradise eLearning Academy	1	0	0	0	0	0	6	2	0	9	1213
04615310432856	Butte	Paradise Unified	Ridgeview High (Continuation)	2	0	1	0	0	0	26	2	0	31	1213
04615310437350	Butte	Paradise Unified	Paradise Senior High	21	3	1	0	0	1	223	8	0	257	1213
04615316112585	Butte	Paradise Unified	Hometech Charter	0	0	0	0	0	0	10	1	0	11	1213
04755070000001	Butte	Gridley Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1213
04755070433946	Butte	Gridley Unified	Esperanza High (Continuation)	2	0	0	0	0	1	3	0	3	9	1213
04755070433953	Butte	Gridley Unified	Gridley High	82	0	6	0	0	1	53	1	3	146	1213
05100580530048	Calaveras	Calaveras County Office of Education	Calaveras River Academy	3	1	0	0	0	0	11	0	0	15	1213
05100580530154	Calaveras	Calaveras County Office of Education	Mountain Oaks	6	1	0	1	0	0	42	8	1	59	1213
05100586077150	Calaveras	Calaveras County Office of Education	Calaveras County Special Education (SELPA)	0	0	0	0	0	0	2	0	0	2	1213
05100589010745	Calaveras	Calaveras County Office of Education	Oakendell Community	2	0	0	0	0	2	3	0	0	7	1213
05615560530014	Calaveras	Bret Harte Union High	Vallecito Continuation High	2	1	0	0	0	1	23	2	0	29	1213
05615560530121	Calaveras	Bret Harte Union High	John Vierra High	1	0	0	0	0	0	9	1	0	11	1213
05615560532507	Calaveras	Bret Harte Union High	Bret Harte Union High	33	1	5	0	0	1	112	7	0	159	1213
05615640530022	Calaveras	Calaveras Unified	Gold Strike High	3	1	0	0	0	0	17	2	0	23	1213
05615640530055	Calaveras	Calaveras Unified	Calaveras Unified Alternative-Sierra Hills Educati	0	0	0	0	0	1	25	0	0	26	1213
05615640531509	Calaveras	Calaveras Unified	Calaveras High	16	2	3	0	1	3	172	2	0	199	1213
06100660630111	Colusa	Colusa County Office of Education	Colusa County Community	1	0	0	0	0	0	1	0	0	2	1213
06615980630012	Colusa	Colusa Unified	Colusa Alternative High (Continuation)	5	0	0	0	0	0	1	0	0	6	1213
06615980630046	Colusa	Colusa Unified	Colusa Alternative Home	3	0	0	0	0	0	4	0	0	7	1213
06615980631259	Colusa	Colusa Unified	Colusa High	39	1	0	1	0	2	28	0	0	71	1213
06616060634758	Colusa	Maxwell Unified	Maxwell High	10	1	0	0	0	0	16	0	0	27	1213
06616140630087	Colusa	Pierce Joint Unified	Arbuckle Alternative High (Continuation)	2	0	0	0	0	3	4	0	0	9	1213
06616140635250	Colusa	Pierce Joint Unified	Pierce High	54	3	2	0	0	1	22	0	1	83	1213
06616220630038	Colusa	Williams Unified	Mid Valley High (Continuation)	7	0	0	0	0	0	0	0	0	7	1213
06616220637504	Colusa	Williams Unified	Williams Junior/Senior High	59	1	3	0	0	0	8	0	0	71	1213
07100740120444	Contra Costa	Contra Costa County Office of Education	Mt. McKinley	4	0	1	0	0	7	1	0	0	13	1213
07100740730242	Contra Costa	Contra Costa County Office of Education	Delta Vista High	3	0	1	0	0	4	0	0	0	8	1213
07100740730614	Contra Costa	Contra Costa County Office of Education	Golden Gate Community	5	0	0	0	0	3	5	0	0	13	1213
07100740731380	Contra Costa	Contra Costa County Office of Education	Clayton Valley Charter High	66	0	24	4	15	13	255	5	0	382	1213
07616300000001	Contra Costa	Acalanes Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	2	0	0	2	1213
07616300107524	Contra Costa	Acalanes Union High	Acalanes Center for Independent Study	2	0	2	0	2	0	14	6	0	26	1213
07616300730283	Contra Costa	Acalanes Union High	Acalanes High	26	1	38	1	3	1	277	26	0	373	1213
07616300731125	Contra Costa	Acalanes Union High	Campolindo High	22	0	41	1	1	2	239	25	0	331	1213
07616300733725	Contra Costa	Acalanes Union High	Las Lomas High	44	0	36	0	7	7	248	25	0	367	1213
07616300734244	Contra Costa	Acalanes Union High	Miramonte High	17	0	50	3	7	3	185	8	1	274	1213
07616480110494	Contra Costa	Antioch Unified	Bidwell Continuation High	14	2	3	0	2	26	10	4	0	61	1213
07616480117218	Contra Costa	Antioch Unified	Dozier-Libbey Medical High	48	1	15	0	11	15	35	2	0	127	1213
07616480730101	Contra Costa	Antioch Unified	Live Oak High (Continuation)	27	0	0	3	0	11	6	2	0	49	1213
07616480730259	Contra Costa	Antioch Unified	Prospects High (Alternative)	41	2	2	0	2	27	31	6	1	112	1213
07616480730465	Contra Costa	Antioch Unified	Deer Valley High	133	1	42	5	37	161	146	43	1	569	1213
07616480730481	Contra Costa	Antioch Unified	Bridges	1	0	0	0	0	0	0	0	0	1	1213
07616480730861	Contra Costa	Antioch Unified	Antioch High	161	6	10	3	12	40	80	4	0	316	1213
07616970737023	Contra Costa	John Swett Unified	John Swett High	25	0	14	0	10	13	32	6	0	100	1213
07616970737619	Contra Costa	John Swett Unified	Willow High	4	0	2	0	0	8	2	1	0	17	1213
07617210000001	Contra Costa	Liberty Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1213
07617210107797	Contra Costa	Liberty Union High	Heritage High	101	3	25	6	36	39	283	5	1	499	1213
07617210730457	Contra Costa	Liberty Union High	Freedom High	219	2	6	2	38	41	214	8	0	530	1213
07617210730572	Contra Costa	Liberty Union High	Independence High	56	2	2	1	2	9	104	2	0	178	1213
07617210733980	Contra Costa	Liberty Union High	Liberty High	121	4	8	0	9	23	261	9	0	435	1213
07617210733998	Contra Costa	Liberty Union High	La Paloma High (Continuation)	18	0	2	1	1	6	15	1	1	45	1213
07617390730440	Contra Costa	Martinez Unified	Vicente Martinez High	11	1	0	0	0	2	19	3	0	36	1213
07617390730473	Contra Costa	Martinez Unified	Briones (Alternative)	5	0	0	0	0	1	21	2	0	29	1213
07617390730549	Contra Costa	Martinez Unified	Alhambra Senior High	70	0	9	1	7	7	152	31	0	277	1213
07617540730044	Contra Costa	Mt. Diablo Unified	Northgate High	29	1	54	2	10	3	234	4	0	337	1213
07617540730317	Contra Costa	Mt. Diablo Unified	Horizons Alternative	11	1	4	1	4	3	47	4	0	75	1213
07617540730333	Contra Costa	Mt. Diablo Unified	Gateway High (Continuation)	2	0	1	0	0	2	1	0	0	6	1213
07617540730341	Contra Costa	Mt. Diablo Unified	Nueva Vista High (Continuation)	5	0	0	1	0	0	10	0	0	16	1213
07617540730358	Contra Costa	Mt. Diablo Unified	Prospect High (Continuation)	3	1	0	1	0	0	11	0	1	17	1213
07617540730416	Contra Costa	Mt. Diablo Unified	Crossroads High (Continuation)	11	0	0	0	0	1	2	1	0	15	1213
07617540730424	Contra Costa	Mt. Diablo Unified	Summit High (Continuation)	7	0	0	0	0	3	12	0	0	22	1213
07617540730655	Contra Costa	Mt. Diablo Unified	Diablo Community Day	1	0	0	0	0	0	1	0	0	2	1213
07617540731646	Contra Costa	Mt. Diablo Unified	College Park High	93	6	39	6	18	12	280	4	0	458	1213
07617540731836	Contra Costa	Mt. Diablo Unified	Concord High	120	0	20	5	26	9	172	3	0	355	1213
07617540734566	Contra Costa	Mt. Diablo Unified	Mt. Diablo High	173	1	20	8	20	41	40	3	0	306	1213
07617540734764	Contra Costa	Mt. Diablo Unified	Olympic Continuation High	47	0	0	2	0	15	23	2	0	89	1213
07617540737809	Contra Costa	Mt. Diablo Unified	Ygnacio Valley High	136	1	23	5	14	15	66	2	0	262	1213
07617880000001	Contra Costa	Pittsburg Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1213
07617880730184	Contra Costa	Pittsburg Unified	Black Diamond High (Continuation)	22	0	0	1	0	16	4	0	0	43	1213
07617880735407	Contra Costa	Pittsburg Unified	Pittsburg Senior High	282	0	25	8	38	119	36	6	3	517	1213
07617960000000	Contra Costa	West Contra Costa Unified	District Office	0	0	0	0	0	0	1	0	0	1	1213
07617960101477	Contra Costa	West Contra Costa Unified	Leadership Public Schools: Richmond	93	0	0	0	1	8	2	0	1	105	1213
07617960118539	Contra Costa	West Contra Costa Unified	WCCUSD Community Day School Program	3	0	1	0	0	1	0	0	0	5	1213
07617960730275	Contra Costa	West Contra Costa Unified	North Campus Continuation	32	0	6	1	3	12	5	0	0	59	1213
07617960730291	Contra Costa	West Contra Costa Unified	Middle College High	24	1	17	0	14	17	7	0	0	80	1213
07617960730325	Contra Costa	West Contra Costa Unified	Vista High (Alternative)	26	0	4	0	1	15	12	1	0	59	1213
07617960730598	Contra Costa	West Contra Costa Unified	Hercules High	44	1	45	2	57	56	18	0	2	225	1213
07617960732164	Contra Costa	West Contra Costa Unified	De Anza Senior High	69	0	24	1	9	36	11	1	0	151	1213
07617960732941	Contra Costa	West Contra Costa Unified	El Cerrito Senior High	63	0	58	1	8	74	76	0	0	280	1213
07617960733253	Contra Costa	West Contra Costa Unified	Gompers (Samuel) Continuation	28	0	1	0	0	19	0	0	1	49	1213
07617960733659	Contra Costa	West Contra Costa Unified	Kennedy High	56	1	15	4	2	47	4	0	0	129	1213
07617960735316	Contra Costa	West Contra Costa Unified	Pinole Valley High	82	1	46	2	26	60	57	0	0	274	1213
07617960735902	Contra Costa	West Contra Costa Unified	Richmond High	258	1	25	1	4	14	6	1	0	310	1213
07618040000001	Contra Costa	San Ramon Valley Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1213
07618040113118	Contra Costa	San Ramon Valley Unified	Dougherty Valley High	22	0	276	2	27	26	100	16	0	469	1213
07618040730051	Contra Costa	San Ramon Valley Unified	California High	65	1	114	0	17	11	328	57	0	593	1213
07618040730218	Contra Costa	San Ramon Valley Unified	Venture (Alternative)	23	1	9	1	2	3	72	8	1	120	1213
07618040734368	Contra Costa	San Ramon Valley Unified	Monte Vista High	46	1	85	3	11	7	363	46	0	562	1213
07618040736504	Contra Costa	San Ramon Valley Unified	San Ramon Valley High	30	1	30	0	3	5	384	13	0	466	1213
07618040736819	Contra Costa	San Ramon Valley Unified	Del Amigo High (Continuation)	6	0	1	0	0	3	28	4	0	42	1213
08100820106625	Del Norte	Del Norte County Office of Education	Elk Creek	0	1	0	0	0	0	1	0	0	2	1213
08100820106666	Del Norte	Del Norte County Office of Education	Bar-O	3	0	0	0	0	4	1	0	0	8	1213
08100820109777	Del Norte	Del Norte County Office of Education	Klamath River Early College of the Redwoods	0	4	0	0	0	0	0	0	0	4	1213
08100820830042	Del Norte	Del Norte County Office of Education	McCarthy Center/Court/Community	0	1	0	0	0	0	1	0	0	2	1213
08100820830059	Del Norte	Del Norte County Office of Education	Castle Rock	2	9	2	1	0	0	38	0	0	52	1213
08618200833004	Del Norte	Del Norte County Unified	Del Norte High	37	16	24	0	4	1	97	0	0	179	1213
08618200836205	Del Norte	Del Norte County Unified	Sunset High	7	6	3	0	0	1	37	0	0	54	1213
09100900000001	El Dorado	El Dorado County Office of Education	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1213
09100900930123	El Dorado	El Dorado County Office of Education	Charter Community School Home Study Academy	5	1	0	2	0	0	54	3	0	65	1213
09100900930131	El Dorado	El Dorado County Office of Education	Rite of Passage	40	2	2	0	0	20	5	0	5	74	1213
09618530101808	El Dorado	El Dorado Union High	Mountain View High	2	0	1	0	0	0	17	2	0	22	1213
09618530930081	El Dorado	El Dorado Union High	Oak Ridge High	41	2	51	4	11	15	418	4	1	547	1213
09618530930164	El Dorado	El Dorado Union High	Union Mine High	21	9	2	1	1	2	187	3	0	226	1213
09618530930214	El Dorado	El Dorado Union High	EDUHSD Virtual Academy at Shenandoah	2	0	1	0	1	0	23	1	0	28	1213
09618530930222	El Dorado	El Dorado Union High	Vista High	10	0	0	1	0	0	21	1	0	33	1213
09618530932756	El Dorado	El Dorado Union High	El Dorado High	31	2	2	0	0	3	216	9	0	263	1213
09618530934554	El Dorado	El Dorado Union High	Independence Continuation	17	2	0	1	1	0	52	3	0	76	1213
09618530936302	El Dorado	El Dorado Union High	Ponderosa High	32	2	13	0	11	2	359	4	3	426	1213
09619030930040	El Dorado	Lake Tahoe Unified	Mt. Tallac High	19	0	0	0	1	1	13	0	0	34	1213
09619030930107	El Dorado	Lake Tahoe Unified	Transitional Learning Center (Continuation)	12	0	0	0	2	0	9	0	0	23	1213
09619030937805	El Dorado	Lake Tahoe Unified	South Tahoe High	52	3	3	0	13	4	124	1	0	200	1213
09737830121566	El Dorado	Black Oak Mine Unified	American River Charter	0	0	0	0	0	0	4	0	0	4	1213
09737830930073	El Dorado	Black Oak Mine Unified	Golden Sierra Junior Senior High	5	7	1	1	0	0	103	0	0	117	1213
09737830930099	El Dorado	Black Oak Mine Unified	Divide High	1	0	0	0	0	0	5	0	0	6	1213
09765960119529	El Dorado	SBC - Pacific Technology	Pacific Technology School Orangevale	0	0	0	0	0	0	1	0	0	1	1213
10101080109991	Fresno	Fresno County Office of Education	Crescent View West Charter	34	0	3	1	0	3	17	0	0	58	1213
10101080111682	Fresno	Fresno County Office of Education	Hume Lake Charter	0	0	0	0	0	0	4	0	0	4	1213
10101080119628	Fresno	Fresno County Office of Education	Big Picture High School - Fresno	6	0	0	0	0	3	0	0	0	9	1213
10101081030337	Fresno	Fresno County Office of Education	Fresno County Court	13	0	2	0	0	5	5	0	0	25	1213
10101081030899	Fresno	Fresno County Office of Education	Fresno County Community	0	0	0	0	0	1	1	0	0	2	1213
10101081030923	Fresno	Fresno County Office of Education	Fresno County Community Day	4	0	0	0	0	1	2	0	0	7	1213
10101086069488	Fresno	Fresno County Office of Education	Fresno County Special Education Local Plan	1	0	0	0	0	0	0	0	0	1	1213
10621170113555	Fresno	Clovis Unified	Clovis North High	92	0	62	2	15	16	220	14	0	421	1213
10621170118018	Fresno	Clovis Unified	Clovis Online Charter	21	1	2	0	2	1	43	3	0	73	1213
10621171030196	Fresno	Clovis Unified	Clovis West High	132	5	83	2	2	26	214	10	0	474	1213
10621171030469	Fresno	Clovis Unified	Enterprise Alternative	6	0	0	0	0	2	7	1	0	16	1213
10621171030501	Fresno	Clovis Unified	Buchanan High	113	2	68	4	14	13	318	7	0	539	1213
10621171030683	Fresno	Clovis Unified	Clovis East High	148	4	125	0	10	13	148	8	0	456	1213
10621171031004	Fresno	Clovis Unified	Gateway High (Continuation)	16	3	3	0	1	4	11	0	0	38	1213
